Date,Time,Open,High,Low,Close,Volume
2016.10.12,07:00,-0.021923803396070637,0.020758016378353148,-0.033709081990503965,-0.02765718217174167,0.0
2016.10.12,08:00,-0.026701619042460805,0.036684068532987044,-0.027975703214829395,0.026491395154017106,-0.03270564915758176
2016.10.12,09:00,0.025854353067838117,0.03636554748989224,0.005150485266810518,0.008335695697737297,-0.23616803278688525
2016.10.12,10:00,0.008654216740832096,0.04082484209319115,-0.005042188112159418,0.0006911906635151495,-0.11670020120724346
2016.10.12,11:00,5.4148577325550136e-05,0.005787527352993044,-0.03498316616287255,-0.004086624982878555,-0.0007593014426727411
2016.10.12,12:00,-0.004086624982878555,0.03572850540371325,-0.004086624982878555,0.02107653742144441,0.3951367781155015
2016.10.12,13:00,0.02139505846453921,0.03763963166226437,-0.010138524801644386,0.008335695697737297,0.23965141612200436
2016.10.12,14:00,0.007698653611551234,0.042098926265566806,-0.03147943468885098,0.039232236877727755,0.16432337434094904
2016.10.12,15:00,0.03891371583464003,0.05898054154947803,0.02107653742144441,0.03859519479154523,0.04264150943396226
2016.10.12,16:00,0.03891371583464003,0.03891371583464003,-0.0228793665253515,-0.006953314370717606,-0.2826637712631198
2016.10.12,17:00,-0.006953314370717606,0.02139505846453921,-0.010775566887826911,0.01534315864577338,-0.35166498486377396
2016.10.12,18:00,0.01534315864577338,0.05579533111855125,-0.04804252892967447,0.052610120687624475,1.8249027237354085
2016.10.12,19:00,0.05324716277381054,0.05738793633401464,0.020439495335258347,0.03318033705896546,-0.5647382920110193
2016.10.12,20:00,0.03318033705896546,0.055158289032361654,0.030950689757323083,0.04273596835174934,-0.7575949367088608
2016.10.12,21:00,0.0436915314810302,0.052291599644529674,0.0022837958789785387,0.036684068532987044,0.360313315926893
2016.10.12,22:00,0.04082484209319115,0.05101751547216108,0.030313647671133485,0.034135900188249864,0.9750479846449136
2016.10.12,23:00,0.034135900188249864,0.04050632105010342,0.028402521412575297,0.03445442123133759,-0.5811467444120505
2016.10.13,00:00,0.034135900188249864,0.05706941529091984,0.03126921080041081,0.05388420485999306,1.148491879350348
2016.10.13,01:00,0.05388420485999306,0.05834349946328843,0.03126921080041081,0.04178040522247201,-0.05075593952483801
2016.10.13,02:00,0.04146188417937721,0.042417447308654536,-0.035620208249058614,-0.025109013826997418,1.2343572241183163
2016.10.13,03:00,-0.02447197174081489,0.0029208379651575293,-0.03689429242143074,-0.004086624982878555,-0.5626272912423625
2016.10.13,04:00,-0.004086624982878555,0.012794990301032665,-0.007271835413805334,0.006424569439179108,0.017462165308498253
2016.10.13,05:00,0.005469006309905318,0.009928300913200686,-0.02033119818060725,-0.01937563505132992,-0.2322654462242563
2016.10.13,06:00,-0.01905711400823866,0.007061611525368707,-0.035620208249058614,-0.001856977681232639,1.9433681073025335
2016.10.13,07:00,-0.0012199355950430395,0.013113511344127464,-0.05568703396390015,-0.02128676130988811,0.6734177215189874
2016.10.13,08:00,-0.021923803396070637,0.03509146331752365,-0.0228793665253515,0.014387595516499591,-0.3524962178517398
2016.10.13,09:00,0.020439495335258347,0.02139505846453921,-0.04517583954184249,-0.01937563505132992,-0.24392523364485982
2016.10.13,10:00,-0.01905711400823866,0.037002589576081844,-0.03816837659379933,-0.006953314370717606,0.12360939431396786
2016.10.13,11:00,-0.007271835413805334,-0.006634793327622807,-0.06651674942904907,-0.04230915015400344,-0.07095709570957096
2016.10.13,12:00,-0.04167210806782091,-0.0031310618536012284,-0.05600555500699141,-0.05345738666224716,0.5754884547069272
2016.10.13,13:00,-0.05313886561915943,-0.006953314370717606,-0.056324076050086214,-0.0432647132832843,0.003757985719654265
2016.10.13,14:00,-0.04262767119709823,-0.017464508792771734,-0.07384273342018703,-0.03689429242143074,0.2141520029951329
2016.10.13,15:00,-0.036257250335241145,-0.008864440629268723,-0.08339836471296737,-0.06747231255832994,-0.19765649090348442
2016.10.13,16:00,-0.06810935464451247,-0.04453879745565289,-0.08690209618698187,-0.056324076050086214,-0.40315142198308995
2016.10.13,17:00,-0.05536851292080535,-0.05536851292080535,-0.09613920643667448,-0.08945026453172612,0.016097875080489377
2016.10.13,18:00,-0.08881322244554006,-0.06906491777379686,-0.10187258521234198,-0.09805033269522914,-0.2249683143219265
2016.10.13,19:00,-0.0974132906090466,-0.06715379151523868,-0.09964293791069252,-0.07639090176492422,-0.40964840556009813
2016.10.13,20:00,-0.0770279438511138,-0.07639090176492422,-0.10473927460017396,-0.10473927460017396,-0.5332409972299169
2016.10.13,21:00,-0.10410223251399496,-0.08053167532512832,-0.10919856920347286,-0.08881322244554006,-0.3056379821958457
2016.10.13,22:00,-0.08817618035935754,-0.08085019636822312,-0.0983688537383204,-0.09773181165213787,1.435897435897436
2016.10.13,23:00,-0.09709476956595181,-0.07543533863565043,-0.10059850103997339,-0.07957611219585099,-0.06666666666666667
2016.10.14,00:00,-0.07925759115275972,-0.06619822838595782,-0.08499096992843076,-0.08499096992843076,1.2481203007518797
2016.10.14,01:00,-0.08658357514389414,-0.08594653305770808,-0.11174673754821711,-0.0929539960057477,0.09448160535117058
2016.10.14,02:00,-0.09359103809193023,-0.08053167532512832,-0.09677624852285702,-0.09040582766100345,-0.3842627960275019
2016.10.14,03:00,-0.09008730661790865,-0.06078337065338512,-0.09104286974718952,-0.0649241442135857,0.14392059553349876
2016.10.14,04:00,-0.06460562317049089,-0.04007950285235752,-0.0649241442135857,-0.04676844475730588,-0.3481561822125813
2016.10.14,05:00,-0.04708696580039361,-0.02447197174081489,-0.0474054868434884,-0.04167210806782091,-0.13643926788685523
2016.10.14,06:00,-0.04167210806782091,-0.029886829473387586,-0.05568703396390015,-0.04135358702472611,1.5183044315992293
2016.10.14,07:00,-0.040716544938540045,0.0022837958789785387,-0.054731470834622827,-0.009182961672359987,0.4797245600612089
2016.10.14,08:00,-0.009820003758549585,-0.009501482715454786,-0.059509286481012995,-0.048679571015856994,-0.32057911065149947
2016.10.14,09:00,-0.048679571015856994,0.004513443180620918,-0.048679571015856994,-0.0031310618536012284,0.2450532724505327
2016.10.14,10:00,-0.0031310618536012284,0.009928300913200686,-0.021923803396070637,0.008654216740832096,-0.13753056234718827
2016.10.14,11:00,0.008972737783919823,0.01598020073196298,-0.01396077731875369,0.009609779870105885,0.028348688873139617
2016.10.14,12:00,0.009291258827014624,0.034135900188249864,-0.031160913645756173,-0.002494019767415166,1.2356995175740868
2016.10.14,13:00,-0.001856977681232639,0.03349885810206026,-0.050909218317506444,-0.026383097999366008,0.10789149198520345
2016.10.14,14:00,-0.027020140085555606,-0.012049651060195501,-0.09932441686760127,-0.013642256275658892,-0.03005008347245409
2016.10.14,15:00,-0.014916340448034554,0.03636554748989224,-0.030842392602668446,0.03349885810206026,-0.24211130235226622
2016.10.14,16:00,0.0328618160158742,0.04082484209319115,-0.002812540810506429,0.0229876636800026,-0.46177138531415596
2016.10.14,17:00,0.02235062159381654,0.022669142636911336,-0.0633315389981223,0.013750553430309991,0.7658227848101266
2016.10.14,18:00,0.015024637602685654,0.029358084541856157,-0.020649719223702047,0.023306184723090328,-0.14297092791716448
2016.10.14,19:00,0.022669142636911336,0.0436915314810302,0.019165411162889757,0.042098926265566806,-0.5697026022304833
2016.10.14,20:00,0.04178040522247201,0.04178040522247201,0.02139505846453921,0.024261747852374727,-0.5961123110151187
2016.10.16,21:00,0.022032100550721738,0.0436915314810302,0.017891326990517632,0.02012097429216355,-0.8101604278074866
2016.10.16,22:00,0.034772942274428856,0.04560265773958132,0.02362470576618513,0.042098926265566806,5.774647887323944
2016.10.16,23:00,0.0436915314810302,0.04528413669649359,0.03540998436061845,0.0430544893948406,-0.3762993762993763
2016.10.17,00:00,0.04273596835174934,0.04878786817050809,0.029358084541856157,0.04623969982577091,1.2733333333333334
2016.10.17,01:00,0.04623969982577091,0.047195262955044705,0.02362470576618513,0.03636554748989224,0.2595307917888563
2016.10.17,02:00,0.03604702644680098,0.047513783998139505,0.023306184723090328,0.02458026889546599,-0.27357392316647267
2016.10.17,03:00,0.025535832024743316,0.03859519479154523,-0.008227398543086196,0.0022837958789785387,0.09134615384615384
2016.10.17,04:00,0.0022837958789785387,0.015024637602685654,0.0019652748358837393,0.006743090482273908,-0.5462555066079295
2016.10.17,05:00,0.006743090482273908,0.019802453249075824,-0.004723667069064618,0.015024637602685654,1.3268608414239482
2016.10.17,06:00,0.015024637602685654,0.019802453249075824,-0.022242324439165437,0.0022837958789785387,1.329624478442281
2016.10.17,07:00,0.0016467537927889395,0.04146188417937721,-0.012686693146381565,0.02489878993855372,0.6698507462686567
2016.10.17,08:00,0.02458026889546599,0.044647094610303986,-0.022242324439165437,-0.012686693146381565,-0.3339292098677154
2016.10.17,09:00,-0.012368172103290302,0.0029208379651575293,-0.046131402671116276,-0.006953314370717606,0.10198604401502952
2016.10.17,10:00,-0.007271835413805334,0.016617242818149042,-0.01650894566349794,0.005469006309905318,-0.24062347783731125
2016.10.17,11:00,0.005469006309905318,0.013750553430309991,-0.041035065981631313,-0.014916340448034554,0.08017960230917255
2016.10.17,12:00,-0.01523486149112228,0.006106048396087844,-0.038486897636894134,-0.030842392602668446,0.3355106888361045
2016.10.17,13:00,-0.030842392602668446,0.0010097117066028764,-0.035938729292149876,-0.011094087930918175,0.04713205869275233
2016.10.17,14:00,-0.011412608974012976,0.039550757920822556,-0.01842007192204906,0.03795815270535917,-0.21910828025477708
2016.10.17,15:00,0.03763963166226437,0.03859519479154523,-0.04772400788657967,-0.035938729292149876,0.0478520935290919
2016.10.17,16:00,-0.036257250335241145,-0.008227398543086196,-0.041035065981631313,-0.03721281346452554,-0.2584327970939284
2016.10.17,17:00,-0.03689429242143074,-0.019694156094424722,-0.06269449691193978,-0.023516408611534027,0.08817354793561931
2016.10.17,18:00,-0.02415345069772009,0.0035578800513471286,-0.030523871559577184,-0.00090141455194824,-0.4102893890675241
2016.10.17,19:00,-0.0012199355950430395,5.4148577325550136e-05,-0.030523871559577184,-0.023197887568439227,-0.3064340239912759
2016.10.17,20:00,-0.0228793665253515,-0.001856977681232639,-0.027338661128646868,-0.013323735232571163,-0.44654088050314467
2016.10.17,21:00,-0.01555338253421708,0.009291258827014624,-0.028931266344113794,-0.01555338253421708,-0.02556818181818182
2016.10.17,22:00,-0.010775566887826911,0.0010097117066028764,-0.021923803396070637,-0.01842007192204906,0.37317784256559766
2016.10.17,23:00,-0.01842007192204906,-0.009820003758549585,-0.03721281346452554,-0.033072039904314364,-0.2208067940552017
2016.10.18,00:00,-0.03275351886121956,-0.026701619042460805,-0.05250182353297337,-0.04963513414513786,1.5749318801089918
2016.10.18,01:00,-0.048998092058951795,-0.04772400788657967,-0.0779835069803876,-0.0633315389981223,-0.12169312169312169
2016.10.18,02:00,-0.0633315389981223,-0.05218330248987857,-0.07065752298926026,-0.05282034457606463,-0.39036144578313253
